wid	txtid	inv_nr	cth_number	lnr	trans	text	text_tags	text_clean	subscr	matlect	num	sign	corr	deleted	added	ras	rasx	gap	note	link	mrp0sel	combined
29	KBo 22.218		523	Vs. r. Kol. 7′	ziḫluša		<d>URU</d>zi-iḫ-lu-<laes_in/>ša<laes_fin/>	~URU~zi-iḫ-lu-⸢ša⸣													1all 	{'lg': 'Hit', 'mrp1': 'ziḫluš=a-@Ziḫluša@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG} { i → GN.STF} { j → GN.HURR.ABS.SG}@39.2@URU', 'mrp2': 'ziḫluš=a-@Ziḫluša@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.2 += ma@CNJctr@@URU'}
30	KBo 22.218		523	Vs. r. Kol. 8′			<del_in/>	[														{'lg': 'Hit'}
31	KBo 22.218		523	Vs. r. Kol. 8′			"<space c=""20""/>"	********************														{'lg': 'Hit'}
32	KBo 22.218		523	Vs. r. Kol. 8′			<del_fin/>x-pí	]x-pí													DEL	{'lg': 'Hit'}
33	KBo 22.218		523	Vs. r. Kol. 8′			"<space c=""4""/>"	****														{'lg': 'Hit'}
34	KBo 22.218		523	Vs. r. Kol. 8′	NAGAR		<d>LÚ</d><sGr>NAGAR</sGr>	~LÚ~NAGAR													1sg 	{'lg': 'Hit', 'mrp1': 'NAGAR=@Zimmermann@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@LÚ'}
35	KBo 22.218		523	Vs. r. Kol. 9′			<del_in/>	[														{'lg': 'Hit'}
36	KBo 22.218		523	Vs. r. Kol. 9′			"<space c=""19""/>"	*******************														{'lg': 'Hit'}
37	KBo 22.218		523	Vs. r. Kol. 9′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
38	KBo 22.218		523	Vs. r. Kol. 9′	ḫenkuaš		<d>LÚ</d>ḫe-en-ku-wa-aš	~LÚ~ḫe-en-ku-wa-aš													1a 	{'lg': 'Hit', 'mrp1': 'ḫenku=a-@Liefernat(?)@{ a → NOM.SG.C} { b → GEN.SG} { c → VOC.SG} { d → GEN.PL} { e → D/L.PL}@1.1@LÚ'}
39	KBo 22.218		523	Vs. r. Kol. 9′	ḫarzi	ḫar-zi	ḫar-zi	ḫar-zi													1	{'lg': 'Hit', 'mrp1': 'ḫar(k)-@haben@3SG.PRS@I.1.11@'}
40	KBo 22.218		523	Vs. r. Kol. 10′			<del_in/>	[														{'lg': 'Hit'}
41	KBo 22.218		523	Vs. r. Kol. 10′			"<space c=""18""/>"	******************														{'lg': 'Hit'}
42	KBo 22.218		523	Vs. r. Kol. 10′			<del_fin/>x<del_in/>	]x[													DEL	{'lg': 'Hit'}
43	KBo 22.218		523	Vs. r. Kol. 10′			"<space c=""11""/>"	***********														{'lg': 'Hit'}
44	KBo 22.218		523	Vs. r. Kol. 10′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
45	KBo 22.218		523	Vs. r. Kol. 10′		x	x	x													DEL	{'lg': 'Hit'}
46	KBo 22.218		523	Vs. r. Kol. 10′	Ì		<sGr>Ì</sGr>	Ì													1sg 	{'lg': 'Hit', 'mrp1': 'Ì=@Öl@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.9.2@(UZU)', 'mrp2': 'Ì=@ölen@3SG.PRS@I.29.1@'}
47	KBo 22.218		523	Vs. r. Kol. 10′	GEŠTIN		"<sGr><laes_in/>GEŠTIN</sGr><corr c=""?""/><laes_fin/>"	⸢GEŠTIN⸣					"⸢GEŠTIN<corr c=""?""/>"								2sg 	{'lg': 'Hit', 'mrp1': 'GEŠTIN=@Weinfunktionär@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@(LÚ)', 'mrp2': 'GEŠTIN=a-@Wein@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@(GIŠ)', 'mrp3': 'GEŠTIN=na-@Wein@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1.1@'}
48	KBo 22.218		523	Vs. r. Kol. 10′	GA		<sGr>GA</sGr>	GA													1sg 	{'lg': 'Hit', 'mrp1': 'GA=@Milch@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@'}
49	KBo 22.218		523	Vs. r. Kol. 11′			<del_in/>	[														{'lg': 'Hit'}
50	KBo 22.218		523	Vs. r. Kol. 11′			"<space c=""45""/>"	*********************************************														{'lg': 'Hit'}
51	KBo 22.218		523	Vs. r. Kol. 11′			<del_fin/>x<del_in/>	]x[													DEL	{'lg': 'Hit'}
52	KBo 22.218		523	Rs. r. Kol. 1′			<del_in/>	[														{'lg': 'Hit'}
53	KBo 22.218		523	Rs. r. Kol. 1′			"<space c=""35""/>"	***********************************														{'lg': 'Hit'}
54	KBo 22.218		523	Rs. r. Kol. 1′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
55	KBo 22.218		523	Rs. r. Kol. 1′	SANGA		<laes_in/><d>LÚ</d><sGr>SANGA</sGr><laes_fin/>	⸢~LÚ~SANGA⸣													1sg 	{'lg': 'Hit', 'mrp1': 'SANGA=@Priester@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@(LÚ)', 'mrp2': 'SANGA=@Priester@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@(LÚ)', 'mrp3': 'SANGA=n-@Priester@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1.1@(LÚ)'}
56	KBo 22.218		523	Rs. r. Kol. 2′			<del_in/>	[														{'lg': 'Hit'}
57	KBo 22.218		523	Rs. r. Kol. 2′			"<space c=""29""/>"	*****************************														{'lg': 'Hit'}
58	KBo 22.218		523	Rs. r. Kol. 2′	~zi		<del_fin/>-zi	]-zi													DEL	{'lg': 'Hit'}
59	KBo 22.218		523	Rs. r. Kol. 3′			<del_in/>	[														{'lg': 'Hit'}
60	KBo 22.218		523	Rs. r. Kol. 3′			"<space c=""29""/>"	*****************************														{'lg': 'Hit'}
61	KBo 22.218		523	Rs. r. Kol. 3′			<del_fin/>x-ḫa-x-lu	]x-ḫa-x-lu													DEL	{'lg': 'Hit'}
62	KBo 22.218		523	Rs. r. Kol. 3′	ŠA É.GAL		<aGr>ŠA</aGr> <sGr><laes_in/>É<laes_fin/>.GAL</sGr>	#ŠA# ⸢É⸣.GAL													1all 	{'lg': 'Hit', 'mrp1': 'É.GAL=n-@Palast@{ a → …:GEN.SG} { b → …:GEN.PL}@29.3@', 'mrp2': 'É.GAL=@Palast@{ a → …:GEN.SG} { b → …:GEN.PL}@29.1.1@'}
63	KBo 22.218		523	Rs. r. Kol. 3′	MUNUS.LUGAL		<sGr>MUNUS.<laes_in/>LUGAL<laes_fin/></sGr>	MUNUS.⸢LUGAL⸣													1sg 	{'lg': 'Hit', 'mrp1': '\xad\xad\u200c\xadMUNUS.LUGAL=a-@Ḫaššušara@{ a → DN.STF} { b → DN.HURR.ABS}@36.1.1@D', 'mrp2': '\xad\xad\u200c\xadMUNUS.LUGAL=a-@Ḫaššušara@{ a → DN.STF} { b → DN.HURR.ABS}@36.1.1@D', 'mrp3': 'MUNUS.LUGAL=@Ḫaššušara@{ a → DN.NOM.SG(UNM)} { b → DN.HURR.ABS} { c → DN.ACC.SG(UNM)} { d → DN.NOM.PL(UNM)} { e → DN.ACC.PL(UNM)} { f → DN.GEN.SG(UNM)} { g → DN.GEN.PL(UNM)} { h → DN.D/L.SG(UNM)} { i → DN.D/L.PL(UNM)} { j → DN.ABL(UNM)} { k → DN.INS(UNM)} { l → DN.VOC.SG(UNM)} { m → DN.VOC.PL(UNM)}@36.6@D', 'mrp4': 'MUNUS.LUGAL=ra-@Königin@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1.7@'}
64	KBo 22.218		523	Rs. r. Kol. 4′			<del_in/>	[														{'lg': 'Hit'}
65	KBo 22.218		523	Rs. r. Kol. 4′			"<space c=""27""/>"	***************************														{'lg': 'Hit'}
66	KBo 22.218		523	Rs. r. Kol. 4′			<del_fin/>	]														{'lg': 'Hit'}
67	KBo 22.218		523	Rs. r. Kol. 4′	ḫapiaš		<d>LÚ</d>ḫa-pí-ia-aš	~LÚ~ḫa-pí-ia-aš													1sg 	{'lg': 'Hit', 'mrp1': 'ḫap=iya-@(Kultfunktionär)@{ a → NOM.SG.C} { b → GEN.SG} { c → GEN.PL} { d → D/L.PL}@1.1.2@LÚ', 'mrp2': 'ḫap=iya-@(Kultfunktionär)@D/L.SG@1.1.2 += aš@{ R → PPRO.3SG.C.NOM} { S → PPRO.3PL.C.ACC}@@LÚ'}
68	KBo 22.218		523	Rs. r. Kol. 4′	ŠA kuarluna		<aGr>ŠA</aGr> <d>m</d>ku-wa-ar-lu-na	#ŠA# ~m~ku-wa-ar-lu-na													1a 	{'lg': 'Hit', 'mrp1': 'kuarlun=a-@Kuwarluna@{ a → …:GEN.SG} { b → …:GEN.PL}@38.2@m'}
69	KBo 22.218		523	Rs. r. Kol. 5′			<del_in/>	[														{'lg': 'Hit'}
70	KBo 22.218		523	Rs. r. Kol. 5′			"<space c=""27""/>"	***************************														{'lg': 'Hit'}
71	KBo 22.218		523	Rs. r. Kol. 5′			<del_fin/>x-ar-ḫa-wa	]x-ar-ḫa-wa													DEL	{'lg': 'Hit'}
72	KBo 22.218		523	Rs. r. Kol. 6′			<del_in/>	[														{'lg': 'Hit'}
73	KBo 22.218		523	Rs. r. Kol. 6′			"<space c=""27""/>"	***************************														{'lg': 'Hit'}
74	KBo 22.218		523	Rs. r. Kol. 6′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
75	KBo 22.218		523	Rs. r. Kol. 6′	zizila		<d>m</d><laes_in/>zi-zi<laes_fin/>-la	~m~⸢zi-zi⸣-la													1sg 	{'lg': 'Hit', 'mrp1': 'zizil=a-@Zizila@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG}@38.2@m'}
76	KBo 22.218		523	Rs. r. Kol. 7′			<del_in/>	[														{'lg': 'Hit'}
77	KBo 22.218		523	Rs. r. Kol. 7′			"<space c=""13""/>"	*************														{'lg': 'Hit'}
78	KBo 22.218		523	Rs. r. Kol. 7′	tiššarulia		<d>URU</d>ti-i<del_fin/>š-<laes_in/>ša<laes_fin/>-ru-li-ia	~URU~ti-i]š-⸢ša⸣-ru-li-ia													1all 	{'lg': 'Hit', 'mrp1': 'tiššaruli=a-@Tiš(š)aruliya@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG} { i → GN.STF} { j → GN.HURR.ABS.SG}@39.2@URU'}
79	KBo 22.218		523	Rs. r. Kol. 8′			<del_in/>	[														{'lg': 'Hit'}
80	KBo 22.218		523	Rs. r. Kol. 8′			"<space c=""23""/>"	***********************														{'lg': 'Hit'}
81	KBo 22.218		523	Rs. r. Kol. 8′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
82	KBo 22.218		523	Rs. r. Kol. 8′	tuatu	du-u-wa-	du-u-wa-<laes_in/>du<laes_fin/><del_in/>	du-u-wa-⸢du⸣[													1	{'lg': 'Hit', 'mrp1': 'tuatu@halt ein@@INTJ@'}
83	KBo 22.218		523	Rs. r. Kol. 8′			<del_fin/>x<del_in/>	]x[													DEL	{'lg': 'Hit'}
84	KBo 22.218		523	Rs. r. Kol. 9′			<del_in/>	[														{'lg': 'Hit'}
85	KBo 22.218		523	Rs. r. Kol. 9′			"<space c=""25""/>"	*************************														{'lg': 'Hit'}
86	KBo 22.218		523	Rs. r. Kol. 9′			<del_fin/>x<del_in/>	]x[													DEL	{'lg': 'Hit'}
87	KBo 22.218		523	Rs. r. Kol. 9′			"<space c=""18""/>"	******************														{'lg': 'Hit'}
88	KBo 22.218		523	Rs. r. Kol. 9′			<del_fin/>x<del_in/>	]x[													DEL	{'lg': 'Hit'}
89	KBo 22.218		523	Rs. r. Kol. 10′			<del_in/>	[														{'lg': 'Hit'}
90	KBo 22.218		523	Rs. r. Kol. 10′			"<space c=""47""/>"	***********************************************														{'lg': 'Hit'}
91	KBo 22.218		523	Rs. r. Kol. 10′	%-ni~		<del_fin/>x-ni<del_in/>(-)	]x-ni[(-)													DEL	{'lg': 'Hit'}
